pair_id	event_contract	expiration_date	quantity	yes_price	no_price	pair_time
1MN7MY7ND9000	UNR_0325_3.8	2025-04-04T07:30:00-05:00	10	0.97	0.04	2025-03-07T09:05:22.493143031-06:00
1MN7MY7RH9000	UNR_0325_3.9	2025-04-04T07:30:00-05:00	10	0.84	0.17	2025-03-07T09:06:27.419186333-06:00
1MN7MY81H9000	UNR_0325_3.9	2025-04-04T07:30:00-05:00	10	0.85	0.16	2025-03-07T09:06:31.004610378-06:00
1MN7MY8D99000	UNR_0325_3.9	2025-04-04T07:30:00-05:00	10	0.86	0.15	2025-03-07T09:06:35.46496709-06:00
1MN7MY8P99000	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.65	0.36	2025-03-07T09:07:11.678181744-06:00
1MN7MYCD19000	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.66	0.35	2025-03-07T09:07:34.150831633-06:00
1MN7MYD7N9000	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.67	0.34	2025-03-07T09:07:37.870409268-06:00
1MN7MYDK59000	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.68	0.33	2025-03-07T09:07:41.730175758-06:00
1MN7MYDPD9000	UNR_0325_4.4	2025-04-04T07:30:00-05:00	10	0.08	0.93	2025-03-07T09:08:26.569286643-06:00
1MN7MYE1D9000	UNR_0325_4.4	2025-04-04T07:30:00-05:00	10	0.07	0.94	2025-03-07T09:08:30.534043108-06:00
1MN7MYECS9000	UNR_0325_4.4	2025-04-04T07:30:00-05:00	10	0.06	0.95	2025-03-07T09:08:34.033310048-06:00
1MN7MYEG59000	UNR_0325_4.4	2025-04-04T07:30:00-05:00	10	0.06	0.95	2025-03-07T09:08:39.608241727-06:00
1MN7MYEWS9000	UNR_0325_4.4	2025-04-04T07:30:00-05:00	10	0.06	0.95	2025-03-07T09:08:43.54711737-06:00
1MN7MYF9X9000	UNR_0325_4.4	2025-04-04T07:30:00-05:00	10	0.06	0.95	2025-03-07T09:08:48.8086637-06:00
1MN7MYFMX9000	UNR_0325_4.4	2025-04-04T07:30:00-05:00	10	0.06	0.95	2025-03-07T09:08:51.568802249-06:00
1MN7MYFT19000	UNR_0325_4.4	2025-04-04T07:30:00-05:00	10	0.06	0.95	2025-03-07T09:08:56.427722108-06:00
1MN7MYG519000	UNR_0325_4.5	2025-04-04T07:30:00-05:00	10	0.06	0.95	2025-03-07T09:10:22.689383117-06:00
1MN7MYG7N9000	UNR_0325_4.5	2025-04-04T07:30:00-05:00	10	0.06	0.95	2025-03-07T09:10:31.437519371-06:00
1MN7MYR6N9000	UNR_0425_4.6	2025-05-02T07:30:00-05:00	10	0.28	0.73	2025-03-07T10:02:28.775203766-06:00
1MN7MYRGD9000	UNR_0425_4.6	2025-05-02T07:30:00-05:00	10	0.27	0.74	2025-03-07T10:02:33.082481323-06:00
1MN7MYSQ19000	UNR_0425_4.6	2025-05-02T07:30:00-05:00	10	0.26	0.75	2025-03-07T10:02:37.309371577-06:00
1MN7MYWN59000	UNR_0425_4.6	2025-05-02T07:30:00-05:00	10	0.25	0.76	2025-03-07T10:02:41.117455464-06:00
1MN7MYWXS9000	UNR_0425_4.6	2025-05-02T07:30:00-05:00	10	0.24	0.77	2025-03-07T10:02:48.838213384-06:00
1MN7MYX919000	UNR_0425_4.6	2025-05-02T07:30:00-05:00	10	0.23	0.78	2025-03-07T10:02:52.144201954-06:00
1MN7MYXK19000	UNR_0425_4.6	2025-05-02T07:30:00-05:00	10	0.22	0.79	2025-03-07T10:02:55.19168804-06:00
1MN7MYXQS9000	UNR_0425_4.6	2025-05-02T07:30:00-05:00	10	0.21	0.8	2025-03-07T10:02:58.441937072-06:00
1MN7MYY4S9000	UNR_0425_4.6	2025-05-02T07:30:00-05:00	10	0.2	0.81	2025-03-07T10:03:01.461183732-06:00
1MN7MYY9X9000	UNR_0425_4.6	2025-05-02T07:30:00-05:00	10	0.19	0.82	2025-03-07T10:03:05.581729371-06:00
1MN7MYYHX9000	UNR_0425_4.6	2025-05-02T07:30:00-05:00	10	0.18	0.83	2025-03-07T10:03:08.462770896-06:00
1MN7MYYXD9000	UNR_0425_4.6	2025-05-02T07:30:00-05:00	10	0.17	0.84	2025-03-07T10:03:11.90483443-06:00
1MN7MYZ319000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.31	0.7	2025-03-07T10:04:14.609988789-06:00
1MN7MYZAS9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.3	0.71	2025-03-07T10:04:19.60755203-06:00
1MN7MYZQ19000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.29	0.72	2025-03-07T10:04:22.878299252-06:00
1MN7MYZY19000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.28	0.73	2025-03-07T10:04:26.066663916-06:00
1MN7MZ0599000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.27	0.74	2025-03-07T10:04:29.275300048-06:00
1MN7MZ0G99000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.26	0.75	2025-03-07T10:04:32.396153893-06:00
1MN7MZ0WS9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.25	0.76	2025-03-07T10:04:35.796207517-06:00
1MN7MZ0ZS9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.24	0.77	2025-03-07T10:04:38.827886678-06:00
1MN7MZ1G19000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.23	0.78	2025-03-07T10:04:42.492913154-06:00
1MN7MZ1QX9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.22	0.79	2025-03-07T10:04:45.185909135-06:00
1MN7MZ1WN9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.21	0.8	2025-03-07T10:04:48.767816913-06:00
1MN7MZ25D9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.2	0.81	2025-03-07T10:04:52.082668197-06:00
1MN7MZ2GD9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.19	0.82	2025-03-07T10:04:55.233605798-06:00
1MN7MZ2PN9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.18	0.83	2025-03-07T10:04:59.912458214-06:00
1MN7MZ2YS9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.17	0.84	2025-03-07T10:05:02.984244003-06:00
1MN7MZ3AD9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.16	0.85	2025-03-07T10:05:06.420732167-06:00
1MN7MZ3P19000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.15	0.86	2025-03-07T10:05:09.508814686-06:00
1MN7MZ3VN9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.14	0.87	2025-03-07T10:05:12.769872121-06:00
1MN7MZ4499000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.13	0.88	2025-03-07T10:05:15.405191057-06:00
1MN7MZ4FX9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.12	0.89	2025-03-07T10:05:18.670514924-06:00
1MN7MZ4JH9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.11	0.9	2025-03-07T10:05:22.565841851-06:00
1MN7MZ53D9000	UNR_0625_5.1	2025-07-03T07:30:00-05:00	10	0.1	0.91	2025-03-07T10:05:25.901789658-06:00
1MN7N06B19000	UNR_0325_3.9	2025-04-04T07:30:00-05:00	10	0.87	0.14	2025-03-07T11:50:17.782186506-06:00
1MN7N0BD19000	UNR_0325_3.9	2025-04-04T07:30:00-05:00	10	0.88	0.13	2025-03-07T13:06:39.479945994-06:00
1MN7N0EJ19000	UNR_0425_3.9	2025-05-02T07:30:00-05:00	10	0.78	0.23	2025-03-07T14:02:17.419742942-06:00
1MN7N0EY19000	UNR_0425_3.9	2025-05-02T07:30:00-05:00	10	0.79	0.22	2025-03-07T14:02:17.944696728-06:00
1MN7N0F099000	UNR_0425_3.8	2025-05-02T07:30:00-05:00	10	0.87	0.14	2025-03-07T14:02:24.891436765-06:00
1MN7N0FC19000	UNR_0425_3.8	2025-05-02T07:30:00-05:00	10	0.88	0.13	2025-03-07T14:02:25.419506175-06:00
1MN7N0FQD9000	UNR_0625_3.7	2025-07-03T07:30:00-05:00	10	0.84	0.17	2025-03-07T14:02:35.915131799-06:00
1MN7N0FXH9000	UNR_0625_3.7	2025-07-03T07:30:00-05:00	10	0.85	0.16	2025-03-07T14:02:36.450403857-06:00
1MN7N0G5H9000	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.69	0.32	2025-03-07T14:02:45.296917921-06:00
1MN7N0GGX9000	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.7	0.31	2025-03-07T14:02:45.825762618-06:00
1MN7N0GKN9000	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.71	0.3	2025-03-07T14:02:55.642909124-06:00
1MN7N0GYX9000	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.72	0.29	2025-03-07T14:02:56.167194128-06:00
1MN7N17HS9000	UNR_0325_4.1	2025-04-04T07:30:00-05:00	10	0.43	0.58	2025-03-07T14:42:10.669886127-06:00
1MN7N1VF59000	UNR_0325_4.2	2025-04-04T07:30:00-05:00	10	0.22	0.79	2025-03-07T15:15:21.879213476-06:00
1MNHTQNVD9001	UNR_0325_3.9	2025-04-04T07:30:00-05:00	10	0.89	0.12	2025-03-09T16:17:38.828989018-05:00
1MNHTV7MH9000	UNR_0325_4.2	2025-04-04T07:30:00-05:00	5	0.25	0.76	2025-03-09T16:18:15.881166084-05:00
1MNHTV81X9001	UNR_0325_4.2	2025-04-04T07:30:00-05:00	5	0.24	0.77	2025-03-09T16:18:16.40842188-05:00
1MNHTVAFN9000	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.69	0.32	2025-03-09T16:19:10.615675863-05:00
1MNHTVAH99001	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.7	0.31	2025-03-09T16:19:30.770306071-05:00
1MNHTVAK19001	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.71	0.3	2025-03-09T16:20:24.688120355-05:00
1MNHTVAND9001	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.72	0.29	2025-03-09T16:22:27.677735826-05:00
1MNHTW14X9001	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.73	0.28	2025-03-09T17:00:11.375244747-05:00
1MNHTW1ZS9001	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.74	0.27	2025-03-09T17:01:10.033532388-05:00
1MNHYFRKX9000	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.75	0.26	2025-03-09T18:07:10.0942613-05:00
1MNHYFS099000	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.76	0.25	2025-03-09T18:07:57.662332384-05:00
1MNHYFSE19000	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.77	0.24	2025-03-09T18:09:08.850548454-05:00
1MNHYFT2N9000	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.78	0.23	2025-03-09T18:10:09.486832962-05:00
1MNHYNH2S9001	UNR_0325_4.1	2025-04-04T07:30:00-05:00	10	0.45	0.56	2025-03-09T19:43:34.172367969-05:00
1MNHYNK2X9001	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.79	0.22	2025-03-09T19:44:28.340979042-05:00
1MNHYPF1D9001	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.8	0.21	2025-03-09T19:55:17.322339235-05:00
1MNHYPFF99001	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.81	0.2	2025-03-09T19:55:25.977587897-05:00
1MNJQK6FS9000	UNR_0325_4.1	2025-04-04T07:30:00-05:00	50	0.44	0.57	2025-03-09T21:25:56.070086436-05:00
1MNR94CGN9000	UNR_0325_4.1	2025-04-04T07:30:00-05:00	10	0.47	0.54	2025-03-10T07:04:47.202026578-05:00
1MNRGECBN9003	UNR_0625_3.9	2025-07-03T07:30:00-05:00	10	0.67	0.34	2025-03-10T09:29:01.475562867-05:00
1MNRGEEDH9003	UNR_0625_3.9	2025-07-03T07:30:00-05:00	10	0.68	0.33	2025-03-10T09:29:06.011310581-05:00
1MNRGEGF59003	UNR_0625_3.9	2025-07-03T07:30:00-05:00	10	0.69	0.32	2025-03-10T09:29:09.476389993-05:00
1MNRGFVSX9000	UNR_0625_3.9	2025-07-03T07:30:00-05:00	10	0.7	0.31	2025-03-10T09:29:12.610167054-05:00
1MNRGFXV59000	UNR_0625_3.9	2025-07-03T07:30:00-05:00	10	0.71	0.3	2025-03-10T09:29:15.289149549-05:00
1MNRGFZWX9000	UNR_0625_3.9	2025-07-03T07:30:00-05:00	10	0.72	0.29	2025-03-10T09:29:18.602362069-05:00
1MNRGH83D9000	UNR_0625_3.9	2025-07-03T07:30:00-05:00	10	0.73	0.28	2025-03-10T09:29:21.778318722-05:00
1MNRGHA5S9002	UNR_0625_3.9	2025-07-03T07:30:00-05:00	10	0.73	0.28	2025-03-10T09:29:23.881999637-05:00
1MNRGKDYS9003	UNR_0625_3.9	2025-07-03T07:30:00-05:00	10	0.74	0.27	2025-03-10T09:29:25.629512137-05:00
1MNRGKG1H9003	UNR_0625_3.9	2025-07-03T07:30:00-05:00	10	0.75	0.26	2025-03-10T09:29:29.172054141-05:00
1MNRGNPTS9000	UNR_0925_3.8	2025-10-03T07:30:00-05:00	10	0.68	0.33	2025-03-10T09:31:18.80697527-05:00
1MNRGNRWS9000	UNR_0925_3.8	2025-10-03T07:30:00-05:00	10	0.69	0.32	2025-03-10T09:31:21.89389667-05:00
1MNRGNTZ99000	UNR_0925_3.8	2025-10-03T07:30:00-05:00	10	0.7	0.31	2025-03-10T09:31:25.900969831-05:00
1MNRGPFD59000	UNR_0925_3.8	2025-10-03T07:30:00-05:00	10	0.71	0.3	2025-03-10T09:31:29.362050648-05:00
1MNRGSRH59000	UNR_0925_3.8	2025-10-03T07:30:00-05:00	10	0.72	0.29	2025-03-10T09:31:32.275685896-05:00
1MNRGSTK99000	UNR_0925_3.8	2025-10-03T07:30:00-05:00	10	0.73	0.28	2025-03-10T09:31:36.976636721-05:00
1MNRGSVRX9000	UNR_0925_3.8	2025-10-03T07:30:00-05:00	10	0.74	0.27	2025-03-10T09:31:40.243414773-05:00
1MNRGSY4X9000	UNR_0925_3.8	2025-10-03T07:30:00-05:00	10	0.75	0.26	2025-03-10T09:31:42.783851614-05:00
1MNRH6TTN9000	UNR_0925_3.8	2025-10-03T07:30:00-05:00	10	0.76	0.25	2025-03-10T09:31:45.631519403-05:00
1MNRHAVR19003	UNR_0925_3.8	2025-10-03T07:30:00-05:00	10	0.77	0.24	2025-03-10T09:31:48.546165668-05:00
1MNSMP7399000	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.82	0.19	2025-03-10T14:07:46.146705234-05:00
1MPQP4YFX9000	UNR_0325_4.1	2025-04-04T07:30:00-05:00	10	0.49	0.52	2025-03-11T14:12:30.320581545-05:00
1MPR5CK099001	UNR_0325_3.9	2025-04-04T07:30:00-05:00	10	0.9	0.11	2025-03-11T14:36:57.58035961-05:00
1MPR5EBGN9002	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.83	0.18	2025-03-11T14:37:19.915122754-05:00
1MPR5FCDD9002	UNR_0325_4.1	2025-04-04T07:30:00-05:00	10	0.51	0.5	2025-03-11T14:37:46.968301286-05:00
1MPR5RVWH9000	UNR_0325_4.4	2025-04-04T07:30:00-05:00	10	0.09	0.92	2025-03-11T14:42:06.778478494-05:00
1MPR5WMH99000	UNR_0325_4.5	2025-04-04T07:30:00-05:00	10	0.06	0.95	2025-03-11T14:44:20.406137912-05:00
1MPR5ZF219002	UNR_0325_4.6	2025-04-04T07:30:00-05:00	10	0.05	0.96	2025-03-11T14:44:41.798783247-05:00
1MPR610VN9000	UNR_0325_4.7	2025-04-04T07:30:00-05:00	10	0.04	0.97	2025-03-11T14:45:07.26410338-05:00
1MPR61XVN9000	UNR_0325_4.8	2025-04-04T07:30:00-05:00	10	0.04	0.97	2025-03-11T14:45:25.536643593-05:00
1MPTTJ7H19001	UNR_0325_4.1	2025-04-04T07:30:00-05:00	10	0.52	0.49	2025-03-11T18:22:37.117959534-05:00
1MPTTJTE99000	UNR_0325_4.1	2025-04-04T07:30:00-05:00	10	0.53	0.48	2025-03-11T18:23:16.274225443-05:00
1MPTTK3XX9000	UNR_0325_4.1	2025-04-04T07:30:00-05:00	10	0.54	0.47	2025-03-11T18:24:25.92841268-05:00
1MPTTK9M99000	UNR_0425_4	2025-05-02T07:30:00-05:00	10	0.62	0.39	2025-03-11T18:24:46.472104991-05:00
1MPTTKK6S9001	UNR_0425_4	2025-05-02T07:30:00-05:00	10	0.63	0.38	2025-03-11T18:24:46.996872887-05:00
1MPTTKTF99000	UNR_0625_3.7	2025-07-03T07:30:00-05:00	10	0.86	0.15	2025-03-11T18:25:02.048538123-05:00
1MPTTM40H9001	UNR_0625_3.7	2025-07-03T07:30:00-05:00	10	0.87	0.14	2025-03-11T18:25:02.574792869-05:00
1MPTTMAR59001	UNR_0625_3.6	2025-07-03T07:30:00-05:00	10	0.91	0.1	2025-03-11T18:25:16.660671069-05:00
1MPTTMP3X9000	UNR_0625_3.6	2025-07-03T07:30:00-05:00	10	0.92	0.09	2025-03-11T18:25:17.188377722-05:00
1MPTTP1EN9000	UNR_1225_2.9	2026-01-02T07:30:00-06:00	10	0.84	0.17	2025-03-11T18:25:39.286933925-05:00
1MPTTPCSD9001	UNR_1225_2.9	2026-01-02T07:30:00-06:00	10	0.85	0.16	2025-03-11T18:25:39.812927455-05:00
1MPTTR9MD9000	UNR_1225_2.9	2026-01-02T07:30:00-06:00	10	0.86	0.15	2025-03-11T18:25:57.835448844-05:00
1MPTTRF799001	UNR_1225_2.9	2026-01-02T07:30:00-06:00	10	0.87	0.14	2025-03-11T18:25:58.364307684-05:00
1MPTTSHG19001	UNR_1225_3.1	2026-01-02T07:30:00-06:00	10	0.82	0.19	2025-03-11T18:26:08.380513889-05:00
1MPTTSZ5D9000	UNR_1225_3.1	2026-01-02T07:30:00-06:00	10	0.83	0.18	2025-03-11T18:26:08.911335513-05:00
1MPTTV1PN9000	UNR_1225_3.3	2026-01-02T07:30:00-06:00	10	0.77	0.24	2025-03-11T18:26:17.208264676-05:00
1MPTTV99S9000	UNR_1225_3.3	2026-01-02T07:30:00-06:00	10	0.78	0.23	2025-03-11T18:26:17.735645484-05:00
1MPTTWMYN9000	UNR_1225_3.5	2026-01-02T07:30:00-06:00	10	0.7	0.31	2025-03-11T18:26:27.241169289-05:00
1MPTTWWFX9000	UNR_1225_3.5	2026-01-02T07:30:00-06:00	10	0.71	0.3	2025-03-11T18:26:27.77149264-05:00
1MPTTXS1H9001	UNR_1225_3.5	2026-01-02T07:30:00-06:00	10	0.72	0.29	2025-03-11T18:26:34.341106801-05:00
1MPTTY2KS9000	UNR_1225_3.5	2026-01-02T07:30:00-06:00	10	0.73	0.28	2025-03-11T18:26:34.868909073-05:00
1MPTTZG6X9001	UNR_1225_3.5	2026-01-02T07:30:00-06:00	10	0.74	0.27	2025-03-11T18:26:43.834602904-05:00
1MPTTZQX19000	UNR_1225_3.5	2026-01-02T07:30:00-06:00	10	0.75	0.26	2025-03-11T18:26:44.36158707-05:00
1MPTV0T899000	UNR_1225_3.3	2026-01-02T07:30:00-06:00	10	0.79	0.22	2025-03-11T18:26:53.263265454-05:00
1MPTV0ZVS9001	UNR_1225_3.3	2026-01-02T07:30:00-06:00	10	0.8	0.21	2025-03-11T18:26:53.788236986-05:00
1MPTV241D9000	UNR_1225_3.1	2026-01-02T07:30:00-06:00	10	0.84	0.17	2025-03-11T18:27:02.390792049-05:00
1MPTV2HA59001	UNR_1225_3.1	2026-01-02T07:30:00-06:00	10	0.85	0.16	2025-03-11T18:27:02.91956289-05:00
1MPTV4WEX9000	UNR_0925_3.9	2025-10-03T07:30:00-05:00	10	0.58	0.43	2025-03-11T18:27:22.24736937-05:00
1MPTV562D9001	UNR_0925_3.9	2025-10-03T07:30:00-05:00	10	0.59	0.42	2025-03-11T18:27:22.776549291-05:00
1MPTV6XB99001	UNR_0425_4	2025-05-02T07:30:00-05:00	10	0.64	0.37	2025-03-11T18:27:37.695890563-05:00
1MPTV76PS9000	UNR_0425_4	2025-05-02T07:30:00-05:00	10	0.65	0.36	2025-03-11T18:27:38.227615835-05:00
1MPTV8M219000	UNR_1225_3.3	2026-01-02T07:30:00-06:00	10	0.81	0.2	2025-03-11T18:27:49.689812321-05:00
1MPTV8XF59000	UNR_1225_3.3	2026-01-02T07:30:00-06:00	10	0.82	0.19	2025-03-11T18:27:50.218115889-05:00
1MPTVACXS9000	UNR_1225_3.5	2026-01-02T07:30:00-06:00	10	0.76	0.25	2025-03-11T18:27:59.604496394-05:00
1MPTVAP7X9000	UNR_1225_3.5	2026-01-02T07:30:00-06:00	10	0.77	0.24	2025-03-11T18:28:00.134640025-05:00
1MPTVDWD99000	UNR_1225_3.7	2026-01-02T07:30:00-06:00	10	0.63	0.38	2025-03-11T18:28:23.213139308-05:00
1MPTVE7J99000	UNR_1225_3.7	2026-01-02T07:30:00-06:00	10	0.64	0.37	2025-03-11T18:28:24.28079654-05:00
1MPTVEY4X9000	UNR_1225_3.7	2026-01-02T07:30:00-06:00	10	0.65	0.36	2025-03-11T18:28:29.247940377-05:00
1MPTVF3RH9000	UNR_1225_3.7	2026-01-02T07:30:00-06:00	10	0.66	0.35	2025-03-11T18:28:29.776483185-05:00
1MPTVG7JD9000	UNR_1225_3.7	2026-01-02T07:30:00-06:00	10	0.67	0.34	2025-03-11T18:28:37.655368445-05:00
1MPTVGK0H9001	UNR_1225_3.7	2026-01-02T07:30:00-06:00	10	0.68	0.33	2025-03-11T18:28:38.182589429-05:00
1MPTVJ8RH9000	UNR_1225_3.7	2026-01-02T07:30:00-06:00	10	0.69	0.32	2025-03-11T18:28:51.418083813-05:00
1MPTVJJ019001	UNR_1225_3.7	2026-01-02T07:30:00-06:00	10	0.7	0.31	2025-03-11T18:28:51.945510819-05:00
1MPTVM5C59001	UNR_1225_3.5	2026-01-02T07:30:00-06:00	10	0.78	0.23	2025-03-11T18:29:03.74561152-05:00
1MPTVMJND9000	UNR_1225_3.5	2026-01-02T07:30:00-06:00	10	0.79	0.22	2025-03-11T18:29:04.271280434-05:00
1MQ4X1W1H9001	UNR_0325_4.3	2025-04-04T07:30:00-05:00	10	0.13	0.88	2025-03-12T09:35:47.479440558-05:00
1MQ4X2BRD9001	UNR_0325_3.8	2025-04-04T07:30:00-05:00	3	0.98	0.03	2025-03-12T10:19:03.340480074-05:00
1MQ50Q6WD9000	UNR_0325_4.3	2025-04-04T07:30:00-05:00	1	0.14	0.87	2025-03-12T14:22:35.319268368-05:00
1MQ50Q8499000	UNR_0325_4.3	2025-04-04T07:30:00-05:00	1	0.15	0.86	2025-03-12T14:23:00.713612852-05:00
1MQ6PFZ4N9000	UNR_0325_4.8	2025-04-04T07:30:00-05:00	6	0.03	0.98	2025-03-13T09:50:26.643270721-05:00
1MQ6T4VRD9000	UNR_0325_3.6	2025-04-04T07:30:00-05:00	1	0.99	0.02	2025-03-13T13:58:33.098277418-05:00
1MQ6V5TX59000	UNR_0325_4.8	2025-04-04T07:30:00-05:00	4	0.03	0.98	2025-03-13T14:03:04.320631759-05:00
1MQEAWRCS9000	UNR_0425_3.9	2025-05-02T07:30:00-05:00	10	0.8	0.21	2025-03-14T07:00:00.437797271-05:00
1MQF6M9TS9001	UNR_0425_3.8	2025-05-02T07:30:00-05:00	10	0.89	0.12	2025-03-14T07:08:48.629004858-05:00
1MQF6MA6N9001	UNR_0425_3.8	2025-05-02T07:30:00-05:00	10	0.9	0.11	2025-03-14T07:08:53.646168653-05:00
1MQF6MBQD9001	UNR_0425_4.7	2025-05-02T07:30:00-05:00	10	0.12	0.89	2025-03-14T07:10:04.357170172-05:00
1MQF6MBRD9001	UNR_0425_4.7	2025-05-02T07:30:00-05:00	10	0.11	0.9	2025-03-14T07:10:12.00142383-05:00
1MQF6MBX99001	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.76	0.25	2025-03-14T07:12:02.057005745-05:00
1MQF6MBYD9001	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.77	0.24	2025-03-14T07:12:05.27563898-05:00
1MQF6MBZD9001	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.78	0.23	2025-03-14T07:12:09.571397791-05:00
1MQF6MC0H9000	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.79	0.22	2025-03-14T07:12:12.607673906-05:00
1MQF6MC1H9001	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.8	0.21	2025-03-14T07:12:16.019497481-05:00
1MQF6MC2H9001	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.81	0.2	2025-03-14T07:12:18.41178225-05:00
1MQF6MC3N9001	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.82	0.19	2025-03-14T07:12:22.55939379-05:00
1MQF6MC4N9001	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.83	0.18	2025-03-14T07:12:25.678268619-05:00
1MQF6MC5N9001	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.84	0.17	2025-03-14T07:12:28.918431549-05:00
1MQF6MC6S9001	UNR_0625_3.8	2025-07-03T07:30:00-05:00	10	0.85	0.16	2025-03-14T07:12:32.075213218-05:00
1MQFA8JVD9000	UNR_0325_3.9	2025-04-04T07:30:00-05:00	10	0.88	0.13	2025-03-14T10:12:44.308144826-05:00
1MQFA8K1X9000	UNR_0325_4.5	2025-04-04T07:30:00-05:00	10	0.08	0.93	2025-03-14T10:13:06.23921846-05:00
1MQFA99VD9000	UNR_0325_4.4	2025-04-04T07:30:00-05:00	10	0.08	0.93	2025-03-14T10:15:41.665707031-05:00
1MQFA9CND9000	UNR_0325_3.9	2025-04-04T07:30:00-05:00	10	0.91	0.1	2025-03-14T10:16:13.976738992-05:00
1MQFA9D2H9000	UNR_0325_4.6	2025-04-04T07:30:00-05:00	10	0.07	0.94	2025-03-14T10:16:28.529194934-05:00
1MQFA9E7D9000	UNR_0325_4.1	2025-04-04T07:30:00-05:00	10	0.52	0.49	2025-03-14T10:17:13.117479263-05:00
1MQFA9E959000	UNR_0325_4.0	2025-04-04T07:30:00-05:00	10	0.81	0.2	2025-03-14T10:17:32.231667895-05:00
1MQFA9EPH9000	UNR_0325_4.8	2025-04-04T07:30:00-05:00	10	0.05	0.96	2025-03-14T10:17:54.022923106-05:00
1MQFABB8X9000	UNR_0325_3.9	2025-04-04T07:30:00-05:00	10	0.92	0.09	2025-03-14T11:53:11.839112918-05:00
1MQFAC1YX9000	UNR_0325_4.7	2025-04-04T07:30:00-05:00	10	0.07	0.94	2025-03-14T13:59:55.31338452-05:00
1MRAPQSDE0FF7	UNR_0325_3.9	2025-04-04T07:30:00-05:00	10	0.93	0.08	2025-03-16T16:30:30.780722012-05:00
1MRAPQSDE0FW0	UNR_0325_3.6	2025-04-04T07:30:00-05:00	10	0.99	0.02	2025-03-16T17:20:16.127959083-05:00
1MRAPQSEA0FVW	UNR_0325_4.3	2025-04-04T07:30:00-05:00	18	0.15	0.86	2025-03-17T07:00:00.345193242-05:00
1MRAPQSET0CJV	UNR_0325_4.3	2025-04-04T07:30:00-05:00	10	0.16	0.85	2025-03-17T10:20:26.177984988-05:00
1MRAPQSEY0F1K	UNR_0925_4.0	2025-10-03T07:30:00-05:00	10	0.56	0.45	2025-03-17T12:01:20.664098355-05:00
